index	gene
4905	LSM8
4906	LSP1
4907	LSR
4908	LSS
4909	LTA
4910	LTA4H
4911	LTB4R
4912	LTB4R2
4913	LTBP1
4914	LTBP3
4915	LTBP4
4916	LTBR
4917	LTC4S
4918	LTF
4919	LTV1
4920	LUC7L
4921	LUC7L3
4922	LUM
4923	LURAP1
4924	LUZP4
4925	LY6D
4926	LY6E
4927	LY6G6C
4928	LY6H
4929	LY86
4930	LY9
4931	LY96
4932	LYAR
4933	LYL1
4934	LYN
4935	LYPD1
4936	LYPD3
4937	LYPD4
4938	LYPD5
4939	LYPLA1
4940	LYPLA2
4941	LYRM2
4942	LYRM4
4943	LYST
4944	LYVE1
4945	LYZ
4946	LZTS2
4947	LZTS3
4948	M6PR
4949	MAB21L1
4950	MACF1
4951	MACROD1
4952	MAD1L1
4953	MAD2L1
4954	MAD2L1BP
4955	MAD2L2
4956	MADCAM1
4957	MADD
4958	MAEA
4959	MAEL
4960	MAF
4961	MAF1
4962	MAFA
4963	MAFB
4964	MAFF
4965	MAFG
4966	MAFK
4967	MAG
4968	MAGEA1
4969	MAGED1
4970	MAGEH1
4971	MAGI1
4972	MAGI2
4973	MAGI3
4974	MAGOH
4975	MAGOHB
4976	MAGT1
4977	MAIP1
4978	MAK16
4979	MAL
4980	MAL2
4981	MALSU1
4982	MAML1
4983	MAML2
4984	MAML3
4985	MAN1A1
4986	MAN1A2
4987	MAN1B1
4988	MAN1C1
4989	MAN2A1
4990	MAN2A2
4991	MAN2B1
4992	MANEA
4993	MAOA
4994	MAOB
4995	MAP1A
4996	MAP1B
4997	MAP1LC3A
4998	MAP1LC3B
4999	MAP1LC3B2
5000	MAP1LC3C
5001	MAP1S
5002	MAP2
5003	MAP2K1
5004	MAP2K2
5005	MAP2K3
5006	MAP2K4
5007	MAP2K5
5008	MAP2K6
5009	MAP2K7
5010	MAP3K1
5011	MAP3K10
5012	MAP3K11
5013	MAP3K12
5014	MAP3K13
5015	MAP3K14
5016	MAP3K2
5017	MAP3K20
5018	MAP3K3
5019	MAP3K4
5020	MAP3K5
5021	MAP3K7
5022	MAP3K8
5023	MAP4K2
5024	MAP4K4
5025	MAP4K5
5026	MAP9
5027	MAPK1
5028	MAPK10
5029	MAPK11
5030	MAPK12
5031	MAPK13
5032	MAPK14
5033	MAPK15
5034	MAPK3
5035	MAPK4
5036	MAPK6
5037	MAPK7
5038	MAPK8
5039	MAPK8IP1
5040	MAPK8IP2
5041	MAPK8IP3
5042	MAPK9
5043	MAPKAP1
5044	MAPKAPK2
5045	MAPKAPK3
5046	MAPKAPK5
5047	MAPRE1
5048	MAPRE2
5049	MAPRE3
5050	MAPT
5051	MARCKS
5052	MARCO
5053	MARK2
5054	MARK3
5055	MARK4
5056	MARS2
5057	MAS1
5058	MASP1
5059	MASP2
5060	MAST2
5061	MASTL
5062	MAT1A
5063	MAT2A
5064	MAT2B
5065	MATK
5066	MATN1
5067	MATN3
5068	MATN4
5069	MATR3
5070	MAU2
5071	MAVS
5072	MAX
5073	MBD1
5074	MBD2
5075	MBD3
5076	MBD3L1
5077	MBD4
5078	MBD5
5079	MBD6
5080	MBIP
5081	MBL2
5082	MBNL1
5083	MBNL2
5084	MBOAT1
5085	MBOAT2
5086	MBOAT7
5087	MBP
5088	MBTD1
5089	MBTPS1
5090	MBTPS2
5091	MC1R
5092	MC2R
5093	MC3R
5094	MC4R
5095	MC5R
5096	MCAM
5097	MCAT
5098	MCC
5099	MCCC1
5100	MCCC2
5101	MCEE
5102	MCEMP1
5103	MCF2
5104	MCF2L
5105	MCFD2
5106	MCIDAS
5107	MCL1
5108	MCM10
5109	MCM2
5110	MCM3
5111	MCM3AP
5112	MCM4
5113	MCM5
5114	MCM6
5115	MCM7
5116	MCM8
5117	MCMBP
5118	MCPH1
5119	MCRS1
5120	MCTS1
5121	MCU
5122	MCUB
5123	MCUR1
5124	MDC1
5125	MDGA1
5126	MDH1
5127	MDH2
5128	MDK
5129	MDM2
5130	MDM4
5131	MDN1
5132	ME1
5133	ME2
5134	MEA1
5135	MEAF6
5136	MECP2
5137	MECR
5138	MED1
5139	MED10
5140	MED11
5141	MED12
5142	MED12L
5143	MED13
5144	MED13L
5145	MED14
5146	MED15
5147	MED16
5148	MED17
5149	MED18
5150	MED19
5151	MED20
5152	MED21
5153	MED22
5154	MED23
5155	MED24
5156	MED25
5157	MED26
5158	MED27
5159	MED28
5160	MED29
5161	MED30
5162	MED31
5163	MED4
5164	MED6
5165	MED7
5166	MED8
5167	MED9
5168	MEF2A
5169	MEF2C
5170	MEF2D
5171	MEFV
5172	MEGF10
5173	MEIG1
5174	MEIS1
5175	MEIS2
5176	MEIS3
5177	MELK
5178	MELTF
5179	MEMO1
5180	MEP1A
5181	MEP1B
5182	MEPE
5183	MERTK
5184	MESP2
5185	MET
5186	METAP1
5187	METAP1D
5188	METAP2
5189	METTL1
5190	METTL14
5191	METTL3
5192	MEX3B
5193	MEX3C
5194	MFAP1
5195	MFAP2
5196	MFAP3
5197	MFAP4
5198	MFAP5
5199	MFF
5200	MFGE8
5201	MFN1
5202	MFN2
5203	MFNG
5204	MFSD10
5205	MFSD12
5206	MFSD2A
5207	MFSD8
5208	MGA
5209	MGAM
5210	MGAT1
5211	MGAT2
5212	MGAT3
5213	MGAT4A
5214	MGAT4B
5215	MGAT4C
5216	MGAT4D
5217	MGAT5
5218	MGAT5B
5219	MGLL
5220	MGMT
5221	MGRN1
5222	MGST1
5223	MGST2
5224	MGST3
5225	MIA3
5226	MIB1
5227	MIB2
5228	MICA
5229	MICAL1
5230	MICALL1
5231	MICALL2
5232	MICB
5233	MICOS10
5234	MICOS13
5235	MICU1
5236	MICU2
5237	MICU3
5238	MID1
5239	MID1IP1
5240	MIDN
5241	MIEF1
5242	MIEF2
5243	MIEN1
5244	MIER1
5245	MIF
5246	MIF4GD
5247	MIGA1
5248	MIGA2
5249	MINK1
5250	MINPP1
5251	MIS12
5252	MIS18BP1
5253	MITF
5254	MKI67
5255	MKKS
5256	MKLN1
5257	MKNK1
5258	MKNK2
5259	MKS1
5260	MLANA
5261	MLC1
5262	MLEC
5263	MLH1
5264	MLH3
5265	MLLT1
5266	MLLT10
5267	MLLT3
5268	MLLT6
5269	MLNR
5270	MLPH
5271	MLST8
5272	MLX
5273	MLXIP
5274	MLXIPL
5275	MLYCD
5276	MMAB
5277	MMACHC
5278	MMADHC
5279	MMD
5280	MME
5281	MMGT1
5282	MMP1
5283	MMP10
5284	MMP11
5285	MMP12
5286	MMP13
5287	MMP14
5288	MMP15
5289	MMP16
5290	MMP17
5291	MMP2
5292	MMP20
5293	MMP24
5294	MMP25
5295	MMP3
5296	MMP7
5297	MMP8
5298	MMP9
5299	MMRN1
5300	MMS19
5301	MMS22L
5302	MMUT
5303	MNAT1
5304	MND1
5305	MNDA
5306	MNS1
5307	MOAP1
5308	MOB1A
5309	MOB1B
5310	MOB2
5311	MOB4
5312	MOCS2
5313	MOCS3
5314	MOG
5315	MOGAT3
5316	MOK
5317	MON2
5318	MORF4L1
5319	MOSPD2
5320	MOV10
5321	MPDU1
5322	MPDZ
5323	MPG
5324	MPHOSPH10
5325	MPHOSPH6
5326	MPHOSPH8
5327	MPI
5328	MPL
5329	MPO
5330	MPP2
5331	MPP7
5332	MPRIP
5333	MPST
5334	MPV17
5335	MPZ
5336	MRAP
5337	MRAP2
5338	MRAS
5339	MRC1
5340	MRC2
5341	MRE11
5342	MRFAP1
5343	MRGBP
5344	MRI1
5345	MRM1
5346	MRM2
5347	MRM3
5348	MRPL1
5349	MRPL10
5350	MRPL11
5351	MRPL12
5352	MRPL13
5353	MRPL14
5354	MRPL15
5355	MRPL16
5356	MRPL17
5357	MRPL18
5358	MRPL19
5359	MRPL2
5360	MRPL20
5361	MRPL21
5362	MRPL22
5363	MRPL23
5364	MRPL24
5365	MRPL27
5366	MRPL28
5367	MRPL3
5368	MRPL30
5369	MRPL32
5370	MRPL33
5371	MRPL34
5372	MRPL35
5373	MRPL36
5374	MRPL37
5375	MRPL38
5376	MRPL39
5377	MRPL4
5378	MRPL40
5379	MRPL41
5380	MRPL42
5381	MRPL43
5382	MRPL45
5383	MRPL47
5384	MRPL48
5385	MRPL49
5386	MRPL50
5387	MRPL51
5388	MRPL52
5389	MRPL53
5390	MRPL54
5391	MRPL55
5392	MRPL57
5393	MRPL58
5394	MRPL9
5395	MRPS10
5396	MRPS11
5397	MRPS12
5398	MRPS14
5399	MRPS15
5400	MRPS16
5401	MRPS17
5402	MRPS18A
5403	MRPS18B
5404	MRPS18C
5405	MRPS2
5406	MRPS21
5407	MRPS22
5408	MRPS23
5409	MRPS24
5410	MRPS25
5411	MRPS26
5412	MRPS27
5413	MRPS28
5414	MRPS30
5415	MRPS31
5416	MRPS33
5417	MRPS34
5418	MRPS35
5419	MRPS5
5420	MRPS6
5421	MRPS7
5422	MRPS9
5423	MRRF
5424	MRTO4
5425	MS4A1
5426	MS4A2
5427	MS4A3
5428	MS4A4A
5429	MS4A6A
5430	MS4A6E
5431	MSH2
5432	MSH3
5433	MSH4
5434	MSH5
5435	MSH6
5436	MSI1
5437	MSL1
5438	MSL2
5439	MSL3
5440	MSLN
5441	MSMO1
5442	MSN
5443	MSR1
5444	MSRA
5445	MSRB2
5446	MSRB3
5447	MST1R
5448	MSTN
5449	MSX1
5450	MSX2
5451	MT1M
5452	MT2A
5453	MTA1
5454	MTA2
5455	MTA3
5456	MTCH1
5457	MTCH2
5458	MTCP1
5459	MTDH
5460	MTERF1
5461	MTERF2
5462	MTERF3
5463	MTERF4
5464	MTF1
5465	MTF2
5466	MTFMT
5467	MTG1
5468	MTHFD1L
5469	MTHFD2
5470	MTHFD2L
5471	MTHFR
5472	MTHFS
5473	MTIF2
5474	MTIF3
5475	MTM1
5476	MTMR1
5477	MTMR12
5478	MTMR14
5479	MTMR2
5480	MTMR3
5481	MTMR4
5482	MTMR6
5483	MTMR7
5484	MTMR8
5485	MTMR9
5486	MTNR1A
5487	MTNR1B
5488	MTO1
5489	MTOR
5490	MTR
5491	MTREX
5492	MTRF1
5493	MTRF1L
5494	MTRR
5495	MTSS1
5496	MTTP
5497	MTUS1
5498	MTX1
5499	MTX2
5500	MUC12
5501	MUC13
5502	MUC15
5503	MUC16
5504	MUC20
5505	MUC3A
5506	MUC4
5507	MUC5AC
5508	MUC5B
5509	MUC6
5510	MUC7
5511	MUCL1
5512	MUL1
5513	MUS81
5514	MUSK
5515	MUTYH
5516	MVB12A
5517	MVB12B
5518	MVD
5519	MVP
5520	MX1
5521	MX2
5522	MXD1
5523	MXD4
5524	MYADM
5525	MYB
5526	MYBBP1A
5527	MYBL1
5528	MYBL2
5529	MYBPC1
5530	MYBPC2
5531	MYBPC3
5532	MYBPH
5533	MYCBP
5534	MYCBP2
5535	MYCBPAP
5536	MYCN
5537	MYD88
5538	MYF5
5539	MYF6
5540	MYH1
5541	MYH10
5542	MYH11
5543	MYH13
5544	MYH15
5545	MYH2
5546	MYH3
5547	MYH4
5548	MYH6
5549	MYH7
5550	MYH7B
5551	MYH8
5552	MYH9
5553	MYL1
5554	MYL10
5555	MYL12A
5556	MYL12B
5557	MYL2
5558	MYL3
5559	MYL4
5560	MYL5
5561	MYL6
5562	MYL6B
5563	MYL7
5564	MYL9
5565	MYLIP
5566	MYLK
5567	MYLK2
5568	MYLK3
5569	MYO10
5570	MYO18A
5571	MYO18B
5572	MYO1A
5573	MYO5A
5574	MYO5B
5575	MYO6
5576	MYO7A
5577	MYO7B
5578	MYO9A
5579	MYO9B
5580	MYOC
5581	MYOCD
5582	MYOD1
5583	MYOF
5584	MYOG
5585	MYOM1
5586	MYOM2
5587	MYOT
5588	MYOZ1
5589	MYOZ2
5590	MYOZ3
5591	MYPN
5592	MYRIP
5593	MYSM1
5594	MYT1
5595	MYT1L
5596	MZB1
5597	MZF1
5598	MZT1
5599	MZT2A
5600	MZT2B
5601	NAA10
5602	NAA11
5603	NAA15
5604	NAA16
5605	NAA20
5606	NAA25
5607	NAA30
5608	NAA35
5609	NAA38
5610	NAA50
5611	NAB1
5612	NAB2
5613	NABP1
5614	NABP2
5615	NACA
5616	NACA2
5617	NACAD
5618	NACC1
5619	NADK
5620	NADK2
5621	NADSYN1
5622	NAE1
5623	NAF1
5624	NAGA
5625	NAGK
5626	NAGLU
5627	NAGPA
5628	NAIF1
5629	NAIP
5630	NAMPT
5631	NANOG
5632	NANOS1
5633	NANOS2
5634	NANOS3
5635	NANS
5636	NAP1L1
5637	NAP1L4
5638	NAPA
5639	NAPB
5640	NAPEPLD
5641	NAPG
5642	NAPRT
5643	NAPSA
5644	NARS2
5645	NASP
5646	NAT10
5647	NAT2
5648	NAT8
5649	NAT8L
5650	NAV1
5651	NAXE
5652	NBEA
5653	NBEAL2
5654	NBN
5655	NCALD
5656	NCAM1
5657	NCAN
5658	NCAPD2
5659	NCAPD3
5660	NCAPG
5661	NCAPG2
5662	NCAPH
5663	NCAPH2
5664	NCBP1
5665	NCBP2
5666	NCEH1
5667	NCF1
5668	NCF2
5669	NCF4
5670	NCK1
5671	NCK2
5672	NCKAP1
5673	NCKAP1L
5674	NCKIPSD
5675	NCL
5676	NCLN
5677	NCOA1
5678	NCOA2
5679	NCOA3
5680	NCOA4
5681	NCOA5
5682	NCOA6
5683	NCOA7
5684	NCOR1
5685	NCOR2
5686	NCR1
5687	NCR2
5688	NCR3
5689	NCR3LG1
5690	NCS1
5691	NCSTN
5692	NDC1
5693	NDC80
5694	NDE1
5695	NDEL1
5696	NDFIP1
5697	NDOR1
5698	NDRG1
5699	NDRG2
5700	NDRG3
5701	NDST1
5702	NDST2
5703	NDUFA1
5704	NDUFA10
5705	NDUFA11
5706	NDUFA12
5707	NDUFA13
5708	NDUFA2
5709	NDUFA3
5710	NDUFA4
5711	NDUFA5
5712	NDUFA6
5713	NDUFA7
5714	NDUFA8
5715	NDUFA9
5716	NDUFAB1
5717	NDUFAF1
5718	NDUFAF2
5719	NDUFAF3
5720	NDUFAF4
5721	NDUFAF5
5722	NDUFAF6
5723	NDUFAF7
5724	NDUFB1
5725	NDUFB10
5726	NDUFB11
5727	NDUFB2
5728	NDUFB3
5729	NDUFB4
5730	NDUFB5
5731	NDUFB6
5732	NDUFB7
5733	NDUFB8
5734	NDUFB9
5735	NDUFC1
5736	NDUFC2
5737	NDUFS2
5738	NDUFS3
5739	NDUFS4
5740	NDUFS5
5741	NDUFS6
5742	NDUFS7
5743	NDUFS8
5744	NDUFV1
5745	NDUFV2
5746	NDUFV3
5747	NECAP1
5748	NECAP2
5749	NECTIN1
5750	NECTIN2
5751	NECTIN3
5752	NECTIN4
5753	NEDD1
5754	NEDD4
5755	NEDD4L
5756	NEDD8
5757	NEDD9
5758	NEFL
5759	NEFM
5760	NEGR1
5761	NEIL1
5762	NEIL2
5763	NEIL3
5764	NEK2
5765	NEK6
5766	NEK7
5767	NEK8
5768	NEK9
5769	NELFA
5770	NELFB
5771	NELFCD
5772	NELFE
5773	NELL1
5774	NELL2
5775	NEMF
5776	NEMP1
5777	NEO1
5778	NEPRO
5779	NES
5780	NET1
5781	NEU1
5782	NEU2
5783	NEU3
5784	NEU4
5785	NEURL1
5786	NEURL2
5787	NEUROD1
5788	NEUROD4
5789	NEUROG2
5790	NEUROG3
5791	NF1
5792	NF2
5793	NFAM1
5794	NFASC
5795	NFATC1
5796	NFATC2
5797	NFATC2IP
5798	NFATC3
5799	NFATC4
5800	NFE2
5801	NFE2L1
5802	NFE2L2
5803	NFIA
5804	NFIB
5805	NFIC
5806	NFIL3
5807	NFIX
5808	NFKB1
5809	NFKB2
5810	NFKBIA
5811	NFKBIB
5812	NFKBIE
5813	NFKBIZ
5814	NFRKB
5815	NFS1
5816	NFU1
5817	NFX1
5818	NFYA
5819	NFYB
5820	NFYC
5821	NGB
5822	NGDN
5823	NGEF
5824	NGF
5825	NGFR
5826	NGLY1
5827	NGRN
5828	NHEJ1
5829	NHLRC1
5830	NHLRC3
5831	NHP2
5832	NICN1
5833	NID1
5834	NID2
5835	NIF3L1
5836	NIFK
5837	NIN
5838	NINJ1
5839	NINL
5840	NIP7
5841	NIPA1
5842	NIPA2
5843	NIPAL4
5844	NIPBL
5845	NIPSNAP1
5846	NIPSNAP3A
5847	NKAIN4
5848	NKAP
5849	NKD1
5850	NKD2
5851	NKG7
5852	NKTR
5853	NKX2-1
5854	NKX2-2
5855	NKX2-5
5856	NKX3-1
5857	NKX3-2
5858	NKX6-1
5859	NLE1
5860	NLGN1
5861	NLGN2
5862	NLGN3
5863	NLGN4X
5864	NLK
5865	NLN
5866	NLRC3
5867	NLRC4
5868	NLRC5
5869	NLRP1
5870	NLRP12
5871	NLRP3
5872	NLRP6
5873	NLRP9
5874	NLRX1
5875	NMB
5876	NMD3
5877	NME1
5878	NME2
5879	NME3
5880	NME4
5881	NME6
5882	NME7
5883	NME8
5884	NMI
5885	NMNAT1
5886	NMNAT2
5887	NMNAT3
5888	NMRAL1
5889	NMT1
5890	NMT2
5891	NMU
5892	NMUR2
5893	NNMT
5894	NNT
5895	NOA1
5896	NOB1
5897	NOC2L
5898	NOC3L
5899	NOC4L
5900	NOCT
5901	NOD1
5902	NOD2
5903	NODAL
5904	NOG
5905	NOL10
5906	NOL11
5907	NOL12
5908	NOL3
5909	NOL6
5910	NOL7
5911	NOL8
5912	NOL9
5913	NOLC1
5914	NOM1
5915	NOMO2
5916	NOMO3
5917	NONO
5918	NOP10
5919	NOP14
5920	NOP16
5921	NOP2
5922	NOP53
5923	NOP56
5924	NOP58
5925	NOS1
5926	NOS2
5927	NOS3
5928	NOSIP
5929	NOSTRIN
5930	NOTCH2
5931	NOTCH3
5932	NOTCH4
5933	NOTUM
5934	NOX1
5935	NOX4
5936	NOX5
5937	NOXA1
5938	NOXO1
5939	NPAS2
5940	NPB
5941	NPBWR2
5942	NPC1
5943	NPC1L1
5944	NPC2
5945	NPDC1
5946	NPEPL1
5947	NPFF
5948	NPFFR1
5949	NPFFR2
5950	NPHP1
5951	NPHP3
5952	NPHP4
5953	NPHS1
5954	NPHS2
5955	NPL
5956	NPLOC4
5957	NPM1
5958	NPM2
5959	NPM3
5960	NPNT
5961	NPPA
5962	NPPB
5963	NPPC
5964	NPR1
5965	NPRL2
5966	NPSR1
5967	NPTN
5968	NPY
5969	NPY1R
5970	NPY2R
5971	NQO1
5972	NR0B1
5973	NR0B2
5974	NR1D1
5975	NR1D2
5976	NR1H2
5977	NR1H3
5978	NR1H4
5979	NR1I2
5980	NR1I3
5981	NR2C1
5982	NR2C2
5983	NR2C2AP
5984	NR2E1
5985	NR2E3
5986	NR2F1
5987	NR2F2
5988	NR2F6
5989	NR3C1
5990	NR3C2
5991	NR4A1
5992	NR4A2
5993	NR4A3
5994	NR5A1
5995	NR5A2
5996	NR6A1
5997	NRAS
5998	NRBF2
5999	NRBP1
6000	NRCAM
6001	NRF1
6002	NRG1
6003	NRG2
6004	NRG3
6005	NRG4
6006	NRIP1
6007	NRL
6008	NRN1
6009	NRN1L
6010	NRP1
6011	NRP2
6012	NRXN1
6013	NRXN3
6014	NSA2
6015	NSD2
6016	NSD3
6017	NSDHL
6018	NSF
6019	NSFL1C
6020	NSL1
6021	NSMAF
6022	NSMCE1
6023	NSMCE2
6024	NSMCE3
6025	NSMCE4A
6026	NSUN2
6027	NSUN4
6028	NT5C
6029	NT5C1A
6030	NT5C1B
6031	NT5C2
6032	NT5E
6033	NTAN1
6034	NTF3
6035	NTF4
6036	NTHL1
6037	NTM
6038	NTMT1
6039	NTN1
6040	NTN4
6041	NTNG1
6042	NTNG2
6043	NTPCR
6044	NTRK1
6045	NTRK2
6046	NTS
6047	NTSR1
6048	NUAK1
6049	NUB1
6050	NUBP1
6051	NUBP2
6052	NUBPL
6053	NUCB1
6054	NUCKS1
6055	NUDC
6056	NUDT1
6057	NUDT12
6058	NUDT14
6059	NUDT16
6060	NUDT16L1
6061	NUDT19
6062	NUDT2
6063	NUDT21
6064	NUDT3
6065	NUDT5
6066	NUDT7
6067	NUDT8
6068	NUDT9
6069	NUF2
6070	NUFIP1
6071	NUFIP2
6072	NUMA1
6073	NUMB
6074	NUMBL
6075	NUP107
6076	NUP133
6077	NUP153
6078	NUP155
6079	NUP160
6080	NUP188
6081	NUP205
6082	NUP210
6083	NUP214
6084	NUP37
6085	NUP43
6086	NUP50
6087	NUP54
6088	NUP58
6089	NUP62
6090	NUP62CL
6091	NUP85
6092	NUP88
6093	NUP93
6094	NUP98
6095	NUSAP1
6096	NUTF2
6097	NVL
6098	NXF1
6099	NXF2
6100	NXF3
6101	NXPH3
6102	NXT1
6103	NXT2
6104	OAS1
6105	OAS2
6106	OAS3
6107	OASL
6108	OAT
6109	OAZ1
6110	OAZ2
6111	OAZ3
6112	OBSCN
6113	OBSL1
6114	OCA2
6115	OCLN
6116	OCRL
6117	ODF1
6118	ODF2
6119	OFD1
6120	OGA
6121	OGDH
6122	OGDHL
6123	OGG1
6124	OGN
6125	OGT
6126	OIP5
6127	OLA1
6128	OLFM4
6129	OLIG1
6130	OLIG2
6131	OLR1
6132	OMA1
6133	OMG
6134	ONECUT1
6135	ONECUT2
6136	ONECUT3
6137	OOEP
6138	OPA1
6139	OPCML
6140	OPHN1
6141	OPLAH
6142	OPN1LW
6143	OPN1SW
6144	OPN4
6145	OPRD1
6146	OPRK1
6147	OPRL1
6148	OPRM1
6149	OPTN
6150	OR10AG1
6151	OR10J1
6152	OR2F2
6153	OR2W3
6154	OR3A1
6155	OR4N2
6156	OR4X1
6157	OR51B6
6158	OR51E1
6159	OR51E2
6160	OR51F2
6161	OR5F1
6162	OR7D4
6163	OR7G3
6164	ORAI2
6165	ORAI3
6166	ORC1
6167	ORC2
6168	ORC3
6169	ORC4
6170	ORC5
6171	ORC6
6172	ORM1
6173	ORM2
6174	ORMDL1
6175	ORMDL2
6176	ORMDL3
6177	OS9
6178	OSBP
6179	OSBP2
6180	OSBPL1A
6181	OSBPL5
6182	OSCAR
6183	OSGEPL1
6184	OSM
6185	OSMR
6186	OST4
6187	OSTC
6188	OSTM1
6189	OTC
6190	OTUB1
6191	OTUD5
6192	OTUD7A
6193	OTUD7B
6194	OTX2
6195	OVCA2
6196	OVGP1
6197	OXA1L
6198	OXCT1
6199	OXCT2
6200	OXER1
6201	OXNAD1
6202	OXSM
6203	OXT
6204	OXTR
6205	P2RX1
6206	P2RX2
6207	P2RX3
6208	P2RX4
6209	P2RX5
6210	P2RX6
6211	P2RX7
6212	P2RY1
6213	P2RY12
6214	P2RY13
6215	P2RY14
6216	P2RY2
6217	P2RY4
6218	P2RY6
6219	P2RY8
6220	P3H2
6221	P3H3
6222	P4HA1
6223	P4HA2
6224	P4HA3
6225	P4HB
6226	PA2G4
6227	PAAF1
6228	PABPC1
6229	PABPC3
6230	PABPC4
6231	PABPC5
6232	PABPN1
6233	PACS1
6234	PACSIN1
6235	PACSIN2
6236	PACSIN3
6237	PADI2
6238	PAF1
6239	PAFAH1B1
6240	PAFAH1B2
6241	PAFAH1B3
6242	PAG1
6243	PAH
6244	PAICS
6245	PAIP1
6246	PAIP2
6247	PAIP2B
6248	PAK1
6249	PAK1IP1
6250	PAK2
6251	PAK3
6252	PAK4
6253	PAK5
6254	PAK6
6255	PALB2
6256	PAM16
6257	PAN2
6258	PAN3
6259	PANK1
6260	PANK2
6261	PANK4
6262	PANX1
6263	PAOX
6264	PAPOLA
6265	PAPOLB
6266	PAPOLG
6267	PAPPA
6268	PAPPA2
6269	PAPSS1
6270	PAPSS2
6271	PAQR3
6272	PAQR5
6273	PAQR8
6274	PARD3
6275	PARD3B
6276	PARD6A
6277	PARD6B
6278	PARD6G
6279	PARG
6280	PARK7
6281	PARL
6282	PARN
6283	PARP1
6284	PARP12
6285	PARP14
6286	PARP2
6287	PARP3
6288	PARP4
6289	PARP9
6290	PARPBP
6291	PARS2
6292	PARVA
6293	PARVB
6294	PARVG
6295	PASD1
6296	PASK
6297	PATJ
6298	PATL1
6299	PAWR
6300	PAX2
6301	PAX3
6302	PAX4
6303	PAX5
6304	PAX6
6305	PAX7
6306	PAX8
6307	PAX9
6308	PAXBP1
6309	PAXIP1
6310	PBRM1
6311	PBX1
6312	PBX2
6313	PBX3
6314	PBX4
6315	PC
6316	PCBD1
6317	PCBP1
6318	PCBP2
6319	PCCA
6320	PCCB
6321	PCDH15
6322	PCDHA10
6323	PCDHA11
6324	PCDHA4
6325	PCDHA7
6326	PCDHA9
6327	PCF11
6328	PCGF1
6329	PCGF2
6330	PCGF3
6331	PCGF5
6332	PCGF6
6333	PCK1
6334	PCK2
6335	PCLAF
6336	PCLO
6337	PCM1
6338	PCMT1
6339	PCNA
6340	PCNT
6341	PCOLCE
6342	PCOLCE2
6343	PCSK1
6344	PCSK2
6345	PCSK5
6346	PCSK6
6347	PCSK9
6348	PCTP
6349	PCYOX1L
6350	PCYT1A
6351	PCYT1B
6352	PDC
6353	PDCD1
6354	PDCD10
6355	PDCD11
6356	PDCD1LG2
6357	PDCD2L
6358	PDCD4
6359	PDCD5
6360	PDCD6
6361	PDCD6IP
6362	PDCD7
6363	PDCL3
6364	PDE10A
6365	PDE1A
6366	PDE1B
6367	PDE1C
6368	PDE2A
6369	PDE3A
6370	PDE3B
6371	PDE4A
6372	PDE4B
6373	PDE4D
6374	PDE4DIP
6375	PDE6A
6376	PDE6B
6377	PDE6G
6378	PDE7A
6379	PDE7B
6380	PDF
6381	PDGFA
6382	PDGFB
6383	PDGFC
6384	PDGFD
6385	PDGFRA
6386	PDGFRB
6387	PDHA2
6388	PDHB
6389	PDHX
6390	PDIA2
6391	PDIA3
6392	PDIA4
6393	PDIA5
6394	PDIA6
6395	PDK1
6396	PDK2
6397	PDK4
6398	PDLIM1
6399	PDLIM2
6400	PDLIM3
6401	PDLIM5
6402	PDLIM7
6403	PDP1
6404	PDP2
6405	PDPK1
6406	PDPN
6407	PDPR
6408	PDRG1
6409	PDS5A
6410	PDS5B
6411	PDSS1
6412	PDSS2
6413	PDX1
6414	PDXK
6415	PDXP
6416	PDYN
6417	PDZD11
6418	PDZD7
6419	PDZK1
6420	PEA15
6421	PEAK1
6422	PEBP1
6423	PECAM1
6424	PECR
6425	PEF1
6426	PELI1
6427	PELI2
6428	PELI3
6429	PELO
6430	PELP1
6431	PEMT
6432	PENK
6433	PER1
6434	PER2
6435	PER3
6436	PERP
6437	PES1
6438	PEX1
6439	PEX10
6440	PEX11A
6441	PEX11B
6442	PEX11G
6443	PEX13
6444	PEX14
6445	PEX16
6446	PEX19
6447	PEX2
6448	PEX26
6449	PEX3
6450	PEX5
6451	PEX5L
6452	PEX6
6453	PEX7
6454	PF4
6455	PF4V1
6456	PFAS
6457	PFDN1
6458	PFDN2
6459	PFDN4
6460	PFDN5
6461	PFDN6
6462	PFKFB1
6463	PFKFB2
6464	PFKFB3
6465	PFKFB4
6466	PFKL
6467	PFKM
6468	PFKP
6469	PFN1
6470	PFN2
6471	PGAM1
6472	PGAM5
6473	PGAP1
6474	PGAP2
6475	PGAP3
6476	PGBD1
6477	PGD
6478	PGF
6479	PGGT1B
6480	PGK1
6481	PGK2
6482	PGLS
6483	PGLYRP1
6484	PGLYRP3
6485	PGLYRP4
6486	PGM1
6487	PGM2
6488	PGM2L1
6489	PGM5
6490	PGR
6491	PGRMC1
6492	PGS1
6493	PHACTR3
6494	PHAX
6495	PHB2
6496	PHC1
6497	PHC2
6498	PHC3
6499	PHETA1
6500	PHETA2
6501	PHF1
6502	PHF10
6503	PHF11
6504	PHF12
6505	PHF13
6506	PHF19
6507	PHF2
6508	PHF20
6509	PHF21A
6510	PHF5A
6511	PHGDH
6512	PHKA1
6513	PHKA2
6514	PHKB
6515	PHKG1
6516	PHLDA1
6517	PHLDA2
