index	gene
1693	CLIC5
1694	CLIC6
1695	CLINT1
1696	CLIP1
1697	CLIP2
1698	CLIP3
1699	CLK1
1700	CLK2
1701	CLK3
1702	CLK4
1703	CLN3
1704	CLN5
1705	CLN6
1706	CLN8
1707	CLNS1A
1708	CLOCK
1709	CLP1
1710	CLPP
1711	CLPS
1712	CLPX
1713	CLRN1
1714	CLSPN
1715	CLSTN1
1716	CLTA
1717	CLTB
1718	CLTCL1
1719	CLU
1720	CLUAP1
1721	CLVS1
1722	CLVS2
1723	CMA1
1724	CMAS
1725	CMC2
1726	CMC4
1727	CMIP
1728	CMKLR1
1729	CMPK1
1730	CMTM2
1731	CMTM3
1732	CMTM4
1733	CMTM5
1734	CMTM6
1735	CMTM7
1736	CMTM8
1737	CMTR1
1738	CMYA5
1739	CNBP
1740	CNDP1
1741	CNDP2
1742	CNEP1R1
1743	CNGA1
1744	CNGB1
1745	CNGB3
1746	CNIH1
1747	CNIH2
1748	CNIH3
1749	CNKSR1
1750	CNKSR2
1751	CNN1
1752	CNN2
1753	CNNM1
1754	CNNM3
1755	CNNM4
1756	CNOT1
1757	CNOT10
1758	CNOT11
1759	CNOT2
1760	CNOT3
1761	CNOT4
1762	CNOT6
1763	CNOT6L
1764	CNOT7
1765	CNOT8
1766	CNOT9
1767	CNPY3
1768	CNR1
1769	CNR2
1770	CNTF
1771	CNTFR
1772	CNTLN
1773	CNTN1
1774	CNTN2
1775	CNTN3
1776	CNTN4
1777	CNTN5
1778	CNTNAP1
1779	CNTNAP2
1780	CNTRL
1781	COA5
1782	COA6
1783	COG1
1784	COG2
1785	COG3
1786	COG4
1787	COG5
1788	COG6
1789	COG7
1790	COG8
1791	COIL
1792	COL10A1
1793	COL11A1
1794	COL12A1
1795	COL13A1
1796	COL14A1
1797	COL16A1
1798	COL18A1
1799	COL1A1
1800	COL1A2
1801	COL20A1
1802	COL23A1
1803	COL25A1
1804	COL26A1
1805	COL2A1
1806	COL3A1
1807	COL4A1
1808	COL4A2
1809	COL4A3
1810	COL4A4
1811	COL4A5
1812	COL4A6
1813	COL5A1
1814	COL5A2
1815	COL5A3
1816	COL6A1
1817	COL6A2
1818	COL6A3
1819	COL7A1
1820	COL8A1
1821	COL8A2
1822	COL9A1
1823	COL9A2
1824	COLEC10
1825	COLEC11
1826	COLEC12
1827	COLGALT1
1828	COLGALT2
1829	COLQ
1830	COMMD1
1831	COMMD4
1832	COMMD5
1833	COMMD6
1834	COMP
1835	COMT
1836	COPA
1837	COPB1
1838	COPB2
1839	COPE
1840	COPG1
1841	COPG2
1842	COPRS
1843	COPS2
1844	COPS3
1845	COPS4
1846	COPS5
1847	COPS6
1848	COPS7A
1849	COPS7B
1850	COPS8
1851	COPZ1
1852	COPZ2
1853	COQ2
1854	COQ3
1855	COQ4
1856	COQ5
1857	COQ6
1858	COQ7
1859	COQ8B
1860	COQ9
1861	CORIN
1862	CORO1A
1863	CORO1B
1864	CORO1C
1865	CORT
1866	COX10
1867	COX11
1868	COX14
1869	COX15
1870	COX16
1871	COX17
1872	COX18
1873	COX19
1874	COX20
1875	COX4I1
1876	COX4I2
1877	COX5A
1878	COX5B
1879	COX6A1
1880	COX6A2
1881	COX6B2
1882	COX6C
1883	COX7A2
1884	COX7A2L
1885	COX7C
1886	COX8A
1887	CP
1888	CPA1
1889	CPA2
1890	CPB2
1891	CPD
1892	CPE
1893	CPEB1
1894	CPLX1
1895	CPLX2
1896	CPLX3
1897	CPLX4
1898	CPM
1899	CPN1
1900	CPN2
1901	CPNE3
1902	CPS1
1903	CPSF1
1904	CPSF2
1905	CPSF3
1906	CPSF4
1907	CPSF6
1908	CPSF7
1909	CPT1A
1910	CPT2
1911	CR1
1912	CR2
1913	CRABP1
1914	CRABP2
1915	CRACR2A
1916	CRADD
1917	CRAMP1
1918	CRAT
1919	CRB1
1920	CRB3
1921	CRBN
1922	CRCP
1923	CREB1
1924	CREB3
1925	CREB3L1
1926	CREB3L2
1927	CREB3L3
1928	CREB3L4
1929	CREB5
1930	CREBBP
1931	CREBZF
1932	CREG1
1933	CRELD2
1934	CREM
1935	CRH
1936	CRHBP
1937	CRHR1
1938	CRHR2
1939	CRIP1
1940	CRISP2
1941	CRISP3
1942	CRK
1943	CRKL
1944	CRLF1
1945	CRLF2
1946	CRLS1
1947	CRMP1
1948	CRNKL1
1949	CRNN
1950	CROT
1951	CRP
1952	CRTAM
1953	CRTAP
1954	CRTC1
1955	CRTC2
1956	CRTC3
1957	CRX
1958	CRY1
1959	CRY2
1960	CRYAA
1961	CRYAB
1962	CRYBA1
1963	CRYGC
1964	CRYL1
1965	CRYM
1966	CRYZ
1967	CS
1968	CSAD
1969	CSDE1
1970	CSE1L
1971	CSF1
1972	CSF1R
1973	CSF2
1974	CSF2RB
1975	CSF3
1976	CSF3R
1977	CSGALNACT1
1978	CSGALNACT2
1979	CSH1
1980	CSK
1981	CSN1S1
1982	CSN2
1983	CSN3
1984	CSNK1A1
1985	CSNK1A1L
1986	CSNK1D
1987	CSNK1E
1988	CSNK1G1
1989	CSNK1G2
1990	CSNK1G3
1991	CSNK2A1
1992	CSNK2A2
1993	CSNK2B
1994	CSPG4
1995	CSPG5
1996	CSPP1
1997	CSRP1
1998	CSRP3
1999	CST1
2000	CST3
2001	CST4
2002	CST6
2003	CSTA
2004	CSTB
2005	CSTF1
2006	CSTF2
2007	CSTF2T
2008	CSTF3
2009	CTAG1A
2010	CTAG1B
2011	CTBP1
2012	CTBP2
2013	CTBS
2014	CTCF
2015	CTDNEP1
2016	CTDP1
2017	CTDSP1
2018	CTDSP2
2019	CTF1
2020	CTH
2021	CTIF
2022	CTNNA1
2023	CTNNA2
2024	CTNNA3
2025	CTNNB1
2026	CTNNBIP1
2027	CTNNBL1
2028	CTNND1
2029	CTNND2
2030	CTPS2
2031	CTR9
2032	CTRB1
2033	CTRB2
2034	CTRL
2035	CTSA
2036	CTSB
2037	CTSC
2038	CTSD
2039	CTSE
2040	CTSF
2041	CTSG
2042	CTSH
2043	CTSK
2044	CTSL
2045	CTSO
2046	CTSS
2047	CTSV
2048	CTSZ
2049	CTTN
2050	CTTNBP2
2051	CTTNBP2NL
2052	CTU1
2053	CTU2
2054	CUBN
2055	CUEDC2
2056	CUL1
2057	CUL2
2058	CUL3
2059	CUL4A
2060	CUL4B
2061	CUL5
2062	CUL9
2063	CUX1
2064	CWC15
2065	CWC22
2066	CWC27
2067	CX3CL1
2068	CX3CR1
2069	CXADR
2070	CXCL1
2071	CXCL10
2072	CXCL11
2073	CXCL12
2074	CXCL13
2075	CXCL14
2076	CXCL16
2077	CXCL2
2078	CXCL3
2079	CXCL5
2080	CXCL6
2081	CXCL8
2082	CXCL9
2083	CXCR1
2084	CXCR2
2085	CXCR3
2086	CXCR4
2087	CXCR5
2088	CXCR6
2089	CXXC1
2090	CXXC5
2091	CYB5A
2092	CYB5B
2093	CYB5R1
2094	CYB5R2
2095	CYB5R3
2096	CYBA
2097	CYBB
2098	CYBRD1
2099	CYC1
2100	CYCS
2101	CYFIP1
2102	CYGB
2103	CYLC1
2104	CYLC2
2105	CYLD
2106	CYP11A1
2107	CYP11B1
2108	CYP11B2
2109	CYP17A1
2110	CYP19A1
2111	CYP1A1
2112	CYP1A2
2113	CYP1B1
2114	CYP24A1
2115	CYP26A1
2116	CYP27A1
2117	CYP2A13
2118	CYP2A6
2119	CYP2A7
2120	CYP2B6
2121	CYP2C18
2122	CYP2C19
2123	CYP2C8
2124	CYP2C9
2125	CYP2E1
2126	CYP2J2
2127	CYP2S1
2128	CYP3A4
2129	CYP3A5
2130	CYP4A11
2131	CYP4A22
2132	CYP4F2
2133	CYP4F22
2134	CYP4F8
2135	CYP51A1
2136	CYP7B1
2137	CYP8B1
2138	CYREN
2139	CYTH2
2140	CYTH3
2141	CYTH4
2142	D2HGDH
2143	DAAM1
2144	DAB2
2145	DAB2IP
2146	DACH1
2147	DACT1
2148	DAD1
2149	DAO
2150	DAOA
2151	DAP3
2152	DAPK1
2153	DAPK2
2154	DAPK3
2155	DAPP1
2156	DAXX
2157	DAZAP1
2158	DAZL
2159	DBF4
2160	DBF4B
2161	DBH
2162	DBN1
2163	DBNL
2164	DBP
2165	DBR1
2166	DBT
2167	DCAF1
2168	DCAF10
2169	DCAF11
2170	DCAF12
2171	DCAF13
2172	DCAF16
2173	DCAF17
2174	DCAF4
2175	DCAF5
2176	DCAF6
2177	DCAF7
2178	DCAF8
2179	DCC
2180	DCK
2181	DCLRE1A
2182	DCLRE1C
2183	DCN
2184	DCP1A
2185	DCP1B
2186	DCP2
2187	DCPS
2188	DCT
2189	DCTD
2190	DCTN1
2191	DCTN2
2192	DCTN3
2193	DCTN4
2194	DCTN5
2195	DCTN6
2196	DCTPP1
2197	DCUN1D1
2198	DCUN1D3
2199	DCXR
2200	DDAH2
2201	DDB1
2202	DDB2
2203	DDC
2204	DDHD1
2205	DDHD2
2206	DDIT3
2207	DDIT4
2208	DDIT4L
2209	DDN
2210	DDO
2211	DDOST
2212	DDRGK1
2213	DDX1
2214	DDX11
2215	DDX17
2216	DDX18
2217	DDX19A
2218	DDX19B
2219	DDX20
2220	DDX21
2221	DDX23
2222	DDX24
2223	DDX25
2224	DDX28
2225	DDX31
2226	DDX39A
2227	DDX39B
2228	DDX3X
2229	DDX4
2230	DDX41
2231	DDX42
2232	DDX46
2233	DDX47
2234	DDX5
2235	DDX50
2236	DDX51
2237	DDX52
2238	DDX54
2239	DDX56
2240	DDX6
2241	DECR1
2242	DECR2
2243	DEF6
2244	DEFA1
2245	DEFA1B
2246	DEFA3
2247	DEFA5
2248	DEFA6
2249	DEFB1
2250	DEFB104A
2251	DEFB104B
2252	DEFB121
2253	DEFB4A
2254	DEFB4B
2255	DEGS1
2256	DENND1A
2257	DENND1B
2258	DENND1C
2259	DENND4A
2260	DENND4C
2261	DENND5A
2262	DEPDC1
2263	DEPDC1B
2264	DEPP1
2265	DEPTOR
2266	DERL1
2267	DERL2
2268	DERL3
2269	DES
2270	DET1
2271	DFFA
2272	DFFB
2273	DGAT1
2274	DGAT2
2275	DGCR8
2276	DGKB
2277	DGKQ
2278	DGLUCY
2279	DGUOK
2280	DHCR24
2281	DHCR7
2282	DHFR2
2283	DHODH
2284	DHPS
2285	DHRS1
2286	DHRS3
2287	DHRS4
2288	DHRS7B
2289	DHRS9
2290	DHTKD1
2291	DHX15
2292	DHX16
2293	DHX32
2294	DHX33
2295	DHX35
2296	DHX36
2297	DHX38
2298	DHX58
2299	DHX8
2300	DHX9
2301	DIAPH2
2302	DICER1
2303	DIDO1
2304	DIMT1
2305	DIO2
2306	DIO3
2307	DIS3
2308	DIS3L
2309	DISC1
2310	DISP1
2311	DISP3
2312	DKC1
2313	DKK1
2314	DLAT
2315	DLC1
2316	DLD
2317	DLG1
2318	DLG2
2319	DLG3
2320	DLG4
2321	DLGAP2
2322	DLGAP3
2323	DLGAP4
2324	DLGAP5
2325	DLK1
2326	DLL1
2327	DLL4
2328	DLST
2329	DLX1
2330	DLX3
2331	DLX6
2332	DMAC2L
2333	DMAP1
2334	DMBT1
2335	DMC1
2336	DMD
2337	DMGDH
2338	DMP1
2339	DMPK
2340	DMTN
2341	DMXL2
2342	DNA2
2343	DNAAF1
2344	DNAAF2
2345	DNAAF4
2346	DNAH1
2347	DNAH10
2348	DNAH11
2349	DNAH12
2350	DNAH14
2351	DNAH17
2352	DNAH2
2353	DNAH3
2354	DNAH6
2355	DNAH7
2356	DNAH8
2357	DNAH9
2358	DNAI1
2359	DNAI2
2360	DNAJA1
2361	DNAJA2
2362	DNAJA3
2363	DNAJA4
2364	DNAJB1
2365	DNAJB11
2366	DNAJB12
2367	DNAJB2
2368	DNAJB4
2369	DNAJB5
2370	DNAJB6
2371	DNAJB9
2372	DNAJC1
2373	DNAJC10
2374	DNAJC11
2375	DNAJC15
2376	DNAJC19
2377	DNAJC2
2378	DNAJC3
2379	DNAJC4
2380	DNAJC5
2381	DNAJC6
2382	DNAJC7
2383	DNAJC8
2384	DNAL4
2385	DNALI1
2386	DNASE1L1
2387	DNASE2
2388	DND1
2389	DNER
2390	DNLZ
2391	DNM1
2392	DNM1L
2393	DNM2
2394	DNM3
2395	DNMBP
2396	DNMT1
2397	DNMT3A
2398	DNMT3B
2399	DNMT3L
2400	DNTT
2401	DNTTIP1
2402	DNTTIP2
2403	DOC2A
2404	DOC2B
2405	DOCK1
2406	DOCK11
2407	DOCK3
2408	DOCK4
2409	DOCK5
2410	DOCK6
2411	DOCK7
2412	DOCK8
2413	DOK1
2414	DOK2
2415	DOK7
2416	DOLK
2417	DOLPP1
2418	DOP1A
2419	DOP1B
2420	DOT1L
2421	DPAGT1
2422	DPEP1
2423	DPEP2
2424	DPF1
2425	DPF2
2426	DPH1
2427	DPH2
2428	DPH3
2429	DPM1
2430	DPM2
2431	DPM3
2432	DPP4
2433	DPP6
2434	DPP7
2435	DPP8
2436	DPP9
2437	DPPA4
2438	DPT
2439	DPY30
2440	DPYD
2441	DPYS
2442	DPYSL2
2443	DPYSL3
2444	DPYSL4
2445	DPYSL5
2446	DR1
2447	DRAP1
2448	DRAXIN
2449	DRD1
2450	DRD2
2451	DRD3
2452	DRD4
2453	DRD5
2454	DRG1
2455	DRG2
2456	DROSHA
2457	DSC1
2458	DSC2
2459	DSC3
2460	DSCAM
2461	DSCC1
2462	DSE
2463	DSG1
2464	DSG2
2465	DSG3
2466	DSG4
2467	DSN1
2468	DSP
2469	DST
2470	DSTN
2471	DTL
2472	DTNA
2473	DTNB
2474	DTNBP1
2475	DTX1
2476	DTX2
2477	DTX3L
2478	DTX4
2479	DTYMK
2480	DUOX1
2481	DUOX2
2482	DUOXA1
2483	DUSP1
2484	DUSP10
2485	DUSP12
2486	DUSP16
2487	DUSP19
2488	DUSP2
2489	DUSP3
2490	DUSP4
2491	DUSP5
2492	DUSP6
2493	DUSP7
2494	DUSP8
2495	DUSP9
2496	DUT
2497	DVL1
2498	DVL2
2499	DVL3
2500	DYM
2501	DYNC1H1
2502	DYNC1I1
2503	DYNC1I2
2504	DYNC1LI1
2505	DYNC1LI2
2506	DYNC2LI1
2507	DYNLL1
2508	DYNLL2
2509	DYNLRB1
2510	DYNLRB2
2511	DYNLT1
2512	DYNLT3
2513	DYRK1A
2514	DYRK1B
2515	DYRK2
2516	DYRK4
2517	DYSF
2518	DZIP1
2519	DZIP3
2520	E2F1
2521	E2F2
2522	E2F3
2523	E2F4
2524	E2F5
2525	E2F6
2526	E2F7
2527	E2F8
2528	E4F1
2529	EAF1
2530	EAF2
2531	EAPP
2532	EARS2
2533	EBAG9
2534	EBF1
2535	EBI3
2536	EBNA1BP2
2537	EBP
2538	ECD
2539	ECE1
2540	ECH1
2541	ECHDC1
2542	ECHDC2
2543	ECHS1
2544	ECI1
2545	ECI2
2546	ECM1
2547	ECPAS
2548	ECSIT
2549	ECT2
2550	EDA
2551	EDA2R
2552	EDAR
2553	EDARADD
2554	EDC3
2555	EDC4
2556	EDEM1
2557	EDEM3
2558	EDF1
2559	EDIL3
2560	EDN1
2561	EDN2
2562	EDN3
2563	EDNRA
2564	EDNRB
2565	EEA1
2566	EED
2567	EEF1A1
2568	EEF1A2
2569	EEF1B2
2570	EEF1D
2571	EEF1E1
2572	EEF1G
2573	EEF2
2574	EEF2K
2575	EEFSEC
2576	EFEMP1
2577	EFEMP2
2578	EFHC1
2579	EFHD2
2580	EFNA1
2581	EFNA2
2582	EFNA3
2583	EFNA4
2584	EFNA5
2585	EFNB1
2586	EFNB3
2587	EFTUD2
2588	EGF
2589	EGFR
2590	EGLN1
2591	EGLN2
2592	EGLN3
2593	EGR1
2594	EGR2
2595	EGR4
2596	EHBP1
2597	EHD1
2598	EHD2
2599	EHD3
2600	EHD4
2601	EHHADH
2602	EHMT1
2603	EHMT2
2604	EID3
2605	EIF1
2606	EIF1AX
2607	EIF2A
2608	EIF2AK1
2609	EIF2AK2
2610	EIF2AK3
2611	EIF2AK4
2612	EIF2B1
2613	EIF2B2
2614	EIF2B3
2615	EIF2B4
2616	EIF2D
2617	EIF2S1
2618	EIF2S2
2619	EIF2S3
2620	EIF3A
2621	EIF3B
2622	EIF3C
2623	EIF3D
2624	EIF3E
2625	EIF3F
2626	EIF3G
2627	EIF3H
2628	EIF3I
2629	EIF3J
2630	EIF3K
2631	EIF3L
2632	EIF3M
2633	EIF4A1
2634	EIF4A2
2635	EIF4B
2636	EIF4E
2637	EIF4E1B
2638	EIF4E2
2639	EIF4E3
2640	EIF4EBP1
2641	EIF4EBP3
2642	EIF4ENIF1
2643	EIF4G1
2644	EIF4G2
2645	EIF4G3
2646	EIF4H
2647	EIF5
2648	EIF5A
2649	EIF5A2
2650	EIF5AL1
2651	EIF5B
2652	EIF6
2653	ELAC2
2654	ELANE
2655	ELAVL1
2656	ELF1
2657	ELF2
2658	ELF3
2659	ELK4
2660	ELL
2661	ELL2
2662	ELL3
2663	ELMO1
2664	ELMO2
2665	ELMO3
2666	ELOA
2667	ELOA2
2668	ELOB
2669	ELOC
2670	ELOVL1
2671	ELOVL2
2672	ELOVL3
2673	ELOVL4
2674	ELOVL5
2675	ELOVL6
2676	ELOVL7
2677	ELP1
2678	ELP2
2679	ELP3
2680	ELP4
2681	ELP5
2682	EMB
2683	EMC1
2684	EMC10
2685	EMC2
2686	EMC4
2687	EMC6
2688	EMC7
2689	EMC8
2690	EMD
2691	EME1
2692	EME2
2693	EMG1
2694	EML1
2695	EML4
2696	EMSY
2697	ENAH
2698	ENAM
2699	ENC1
2700	ENDOG
2701	ENG
2702	ENGASE
2703	ENKUR
2704	ENO1
2705	ENO2
2706	ENO3
2707	ENPEP
2708	ENPP2
2709	ENPP3
2710	ENPP6
2711	ENPP7
2712	ENSA
2713	ENTPD2
2714	ENTPD3
2715	ENTPD4
2716	ENTPD5
2717	ENTPD6
2718	ENTPD8
2719	ENY2
2720	EOGT
2721	EOMES
2722	EP300
2723	EPAS1
2724	EPB41
2725	EPB41L1
2726	EPB41L2
2727	EPB41L3
2728	EPB41L5
2729	EPC1
2730	EPC2
2731	EPCAM
2732	EPGN
2733	EPHA1
2734	EPHA10
2735	EPHA2
2736	EPHA3
2737	EPHA4
2738	EPHA5
2739	EPHA7
2740	EPHA8
2741	EPHB1
2742	EPHB2
2743	EPHB3
2744	EPHB4
2745	EPHB6
2746	EPHX1
2747	EPHX2
2748	EPM2A
2749	EPM2AIP1
2750	EPN1
2751	EPN2
2752	EPN3
2753	EPO
2754	EPOR
2755	EPPK1
2756	EPS15
2757	EPS15L1
2758	EPS8L2
2759	ERAL1
2760	ERBB2
2761	ERBB3
2762	ERBB4
2763	ERBIN
2764	ERC1
2765	ERCC1
2766	ERCC2
2767	ERCC3
2768	ERCC4
2769	ERCC6
2770	ERCC6L
2771	ERCC8
2772	EREG
2773	ERF
2774	ERG28
2775	ERGIC1
2776	ERGIC2
2777	ERGIC3
2778	ERH
2779	ERLEC1
2780	ERLIN1
2781	ERMAP
2782	ERN1
2783	ERO1A
2784	ERO1B
2785	ERP27
2786	ERP44
2787	ERRFI1
2788	ERVW-1
2789	ESAM
2790	ESCO1
2791	ESCO2
2792	ESD
2793	ESF1
2794	ESPL1
2795	ESR1
2796	ESR2
2797	ESRP1
2798	ESRP2
2799	ESRRA
2800	ESRRB
2801	ESRRG
2802	ESS2
2803	ESYT1
2804	ESYT2
2805	ESYT3
2806	ETF1
2807	ETFA
2808	ETFB
2809	ETFBKMT
2810	ETFDH
2811	ETFRF1
2812	ETHE1
2813	ETNK1
2814	ETS1
2815	ETS2
2816	ETV1
2817	ETV3
2818	ETV4
2819	ETV5
2820	ETV6
2821	ETV7
2822	EVA1A
2823	EVA1C
2824	EVC
2825	EVC2
2826	EVI2A
2827	EVI2B
2828	EVI5
2829	EVL
2830	EVPL
2831	EWSR1
2832	EXO1
2833	EXOC1
2834	EXOC2
2835	EXOC3
2836	EXOC3L1
2837	EXOC4
2838	EXOC5
2839	EXOC6
2840	EXOC6B
2841	EXOC7
2842	EXOC8
2843	EXOSC1
2844	EXOSC10
2845	EXOSC2
2846	EXOSC3
2847	EXOSC4
2848	EXOSC5
2849	EXOSC6
2850	EXOSC7
2851	EXOSC8
2852	EXOSC9
2853	EXPH5
2854	EXT1
2855	EXT2
2856	EXTL1
2857	EXTL2
2858	EXTL3
2859	EYA1
2860	EYA2
2861	EYA3
2862	EYA4
2863	EZH1
2864	EZH2
2865	EZR
2866	F10
2867	F11
2868	F11R
2869	F12
2870	F13A1
2871	F13B
2872	F2
2873	F2R
2874	F2RL1
2875	F2RL2
2876	F2RL3
2877	F3
2878	F5
2879	F7
2880	F8
2881	F9
2882	FA2H
2883	FAAH
2884	FAAP100
2885	FAAP24
2886	FABP1
2887	FABP2
2888	FABP3
2889	FABP4
2890	FABP5
2891	FABP7
2892	FADD
2893	FADS1
2894	FADS2
2895	FADS6
2896	FAF1
2897	FAF2
2898	FAH
2899	FAHD1
2900	FAIM
2901	FAM110A
2902	FAM110B
2903	FAM110C
2904	FAM120B
2905	FAM13A
2906	FAM13B
2907	FAM161A
2908	FAM20A
2909	FAM20B
2910	FAM20C
2911	FAM220A
2912	FAM3C
2913	FAM83D
2914	FAM8A1
2915	FAM98B
2916	FAM9A
2917	FAN1
2918	FANCA
2919	FANCC
2920	FANCD2
2921	FANCE
2922	FANCF
2923	FANCG
2924	FANCI
2925	FANCL
2926	FANCM
2927	FAR1
2928	FAR2
2929	FARP1
2930	FARP2
2931	FARS2
2932	FARSA
2933	FARSB
2934	FAS
2935	FASLG
2936	FASN
2937	FASTK
2938	FASTKD2
2939	FAT1
2940	FAT4
2941	FBF1
2942	FBH1
2943	FBL
2944	FBLIM1
2945	FBLL1
2946	FBLN1
2947	FBLN2
2948	FBLN5
2949	FBN1
2950	FBN2
2951	FBN3
2952	FBP1
2953	FBP2
2954	FBXL12
2955	FBXL14
2956	FBXL2
2957	FBXL20
2958	FBXL3
2959	FBXL4
2960	FBXL5
2961	FBXL7
2962	FBXO10
2963	FBXO11
2964	FBXO15
2965	FBXO17
2966	FBXO2
2967	FBXO21
2968	FBXO22
2969	FBXO25
2970	FBXO27
2971	FBXO3
2972	FBXO31
2973	FBXO38
2974	FBXO4
2975	FBXO40
2976	FBXO44
2977	FBXO45
2978	FBXO5
2979	FBXO6
2980	FBXO7
2981	FBXO8
2982	FBXO9
2983	FBXW11
2984	FBXW2
2985	FBXW4
2986	FBXW5
2987	FBXW7
2988	FBXW8
2989	FCAR
2990	FCER1A
2991	FCER1G
2992	FCER2
2993	FCF1
2994	FCGR1A
2995	FCGR2A
2996	FCGR2B
2997	FCGRT
2998	FCN1
2999	FCN2
3000	FCN3
3001	FDPS
3002	FDX1
3003	FDX2
3004	FDXR
3005	FECH
3006	FEM1A
3007	FEM1B
3008	FEM1C
3009	FEN1
3010	FER
3011	FERD3L
3012	FERMT1
3013	FERMT2
3014	FERMT3
3015	FES
3016	FEZ1
3017	FEZF2
3018	FFAR1
3019	FFAR2
3020	FFAR3
3021	FGB
3022	FGD1
3023	FGD2
3024	FGD3
3025	FGD4
3026	FGF1
3027	FGF10
3028	FGF12
3029	FGF13
3030	FGF14
3031	FGF17
3032	FGF18
3033	FGF19
3034	FGF2
3035	FGF20
3036	FGF22
3037	FGF23
3038	FGF3
3039	FGF4
3040	FGF5
3041	FGF6
3042	FGF7
3043	FGF8
3044	FGF9
3045	FGFBP1
3046	FGFR1
3047	FGFR1OP2
3048	FGFR2
3049	FGFR3
3050	FGFR4
3051	FGFRL1
3052	FGG
3053	FGL1
3054	FGR
3055	FH
3056	FHL1
3057	FHL2
3058	FHL5
3059	FHOD1
3060	FIBP
3061	FIG4
3062	FIGLA
3063	FIP1L1
3064	FIS1
3065	FIZ1
3066	FJX1
3067	FKBP10
3068	FKBP15
3069	FKBP1A
3070	FKBP1B
3071	FKBP3
3072	FKBP4
3073	FKBP5
3074	FKBP6
3075	FKBP7
3076	FKBP8
3077	FKBP9
3078	FKBPL
3079	FKRP
3080	FKTN
3081	FLAD1
3082	FLCN
3083	FLG
3084	FLI1
3085	FLII
3086	FLNA
3087	FLNB
3088	FLNC
3089	FLOT1
3090	FLOT2
3091	FLRT1
3092	FLRT2
3093	FLRT3
3094	FLT1
3095	FLT3
3096	FLT3LG
3097	FLT4
3098	FMC1
3099	FMN1
3100	FMNL1
3101	FMNL2
3102	FMNL3
3103	FMO1
3104	FMO2
3105	FMO3
3106	FMO4
3107	FMO5
3108	FMOD
3109	FMR1
3110	FN1
3111	FNBP1
3112	FNBP1L
3113	FNDC5
3114	FNIP1
3115	FNIP2
3116	FNTA
3117	FNTB
3118	FOLH1
3119	FOLR1
3120	FOS
3121	FOSB
3122	FOSL1
3123	FOSL2
3124	FOXA1
3125	FOXA2
3126	FOXA3
3127	FOXD3
3128	FOXE1
3129	FOXG1
3130	FOXH1
3131	FOXJ1
3132	FOXK1
3133	FOXK2
3134	FOXM1
3135	FOXN1
3136	FOXN3
3137	FOXN4
3138	FOXO1
3139	FOXO3
3140	FOXO4
3141	FOXP2
3142	FOXP3
3143	FOXR1
3144	FOXRED1
3145	FOXRED2
3146	FPGS
3147	FPR1
3148	FPR2
3149	FRA10AC1
3150	FRAS1
3151	FRAT1
3152	FREM2
3153	FRG1
3154	FRG2
3155	FRK
3156	FRMD1
3157	FRMD6
3158	FRS2
3159	FRS3
3160	FSCN1
3161	FSHB
3162	FSHR
3163	FST
3164	FSTL1
3165	FSTL3
3166	FTCD
3167	FTH1
3168	FTL
3169	FTO
3170	FTSJ3
3171	FUBP1
3172	FUBP3
3173	FUCA1
3174	FUCA2
3175	FURIN
3176	FUS
3177	FUT2
3178	FUT3
3179	FUT4
3180	FUT7
3181	FUT8
3182	FUT9
3183	FUZ
3184	FXN
3185	FXR1
3186	FXR2
3187	FXYD1
3188	FXYD2
3189	FXYD3
3190	FXYD7
3191	FYCO1
3192	FYN
3193	FYTTD1
3194	FZD1
3195	FZD10
3196	FZD2
3197	FZD3
3198	FZD4
3199	FZD5
3200	FZD6
3201	FZD7
3202	FZD8
3203	FZD9
3204	FZR1
3205	G3BP1
3206	G3BP2
3207	G6PC3
3208	G6PD
3209	GAA
3210	GAB1
3211	GAB2
3212	GABARAP
3213	GABARAPL1
3214	GABARAPL2
3215	GABBR1
3216	GABBR2
3217	GABPA
3218	GABPB1
3219	GABPB2
3220	GABRA1
3221	GABRA2
3222	GABRA3
3223	GABRA4
3224	GABRA5
3225	GABRA6
3226	GABRB1
3227	GABRB2
3228	GABRB3
3229	GABRD
3230	GABRE
3231	GABRG2
3232	GABRG3
3233	GABRR1
3234	GABRR2
3235	GAD1
3236	GAD2
3237	GADD45A
3238	GADD45B
3239	GADD45G
3240	GADD45GIP1
3241	GAK
3242	GAL3ST1
3243	GAL3ST2
3244	GALC
3245	GALE
3246	GALK1
3247	GALK2
3248	GALM
3249	GALNS
3250	GALNT1
3251	GALNT10
3252	GALNT11
3253	GALNT12
3254	GALNT13
3255	GALNT14
3256	GALNT15
3257	GALNT16
3258	GALNT18
3259	GALNT2
3260	GALNT3
3261	GALNT4
3262	GALNT6
3263	GALNT7
3264	GALNT8
3265	GALR2
3266	GALT
3267	GAMT
3268	GANAB
3269	GAP43
3270	GAPDH
3271	GAPDHS
3272	GAPVD1
3273	GAR1
3274	GART
3275	GAS1
3276	GAS2
3277	GAS2L1
3278	GAS6
3279	GAST
3280	GATA1
3281	GATA2
3282	GATA3
3283	GATA4
3284	GATA5
3285	GATA6
3286	GATAD2A
3287	GATAD2B
3288	GATB
3289	GATC
3290	GATM
3291	GBA2
3292	GBE1
3293	GBF1
3294	GBP1
3295	GBP2
3296	GBP3
3297	GBP4
3298	GBP5
3299	GBP7
3300	GC
3301	GCA
3302	GCAT
